timestamp,t,value1,value2
2026-04-23 06:58:54.717246,996.5,0.7810570942858119,-0.5810733520784338
2026-04-23 06:58:54.866298,618.5,1.1842130411005711,-0.7571682733782963
2026-04-23 06:58:54.911152,1055.5,-0.0688349765140119,1.0206617698841045
2026-04-23 06:58:55.001548,75.5,0.1070584647079938,1.0069592830493654
2026-04-23 06:58:55.217590,997.0,0.8641066392902246,-0.4757966934428634
2026-04-23 06:58:55.366647,619.0,0.9229766105608956,-0.7039135692810983
2026-04-23 06:58:55.411480,1056.0,0.3797074139452792,0.9862630499444685
2026-04-23 06:58:55.501875,76.0,0.4788166624515924,0.9707753491117276
2026-04-23 06:58:55.717996,997.5,0.9035122576404546,-0.3878544909752676
2026-04-23 06:58:55.866973,619.5,0.7667706982764501,-0.6064699778184806
2026-04-23 06:58:55.912104,1056.5,0.5160487390356381,0.9880849169795356
2026-04-23 06:58:56.002252,76.5,0.5015515692770073,0.9536491577064692
2026-04-23 06:58:56.218483,998.0,0.476231122403804,-0.2383870354538534
2026-04-23 06:58:56.367360,620.0,0.8851762900581185,-0.4792986331927004
2026-04-23 06:58:56.412496,1057.0,0.45641902641858,0.9275135923738094
2026-04-23 06:58:56.502581,77.0,0.5391508664227926,0.9213210077250316
2026-04-23 06:58:56.719919,998.5,0.0432400104543181,-0.1473930221606549
2026-04-23 06:58:56.868344,620.5,0.8723603675593826,-0.3888155558268665
2026-04-23 06:58:56.912919,1057.5,0.7107634246155083,0.868228386380406
2026-04-23 06:58:57.002954,77.5,0.8718111594738142,0.8841160622560894
2026-04-23 06:58:57.220624,999.0,-0.0145682719170285,-0.0231371669074108
2026-04-23 06:58:57.368988,621.0,0.490590916190894,-0.2721837632700498
2026-04-23 06:58:57.413246,1058.0,1.1272667463581154,0.8139227920078478
2026-04-23 06:58:57.503629,78.0,1.18020504047851,0.8003248014591798
2026-04-23 06:58:57.720964,999.5,-0.035121777595301,0.126611531956326
2026-04-23 06:58:57.869488,621.5,0.065930754406361,-0.1232771641835056
2026-04-23 06:58:57.913569,1058.5,1.132112659768045,0.7498540320467505
2026-04-23 06:58:58.004021,78.5,1.03865845687308,0.7126445397425567
