timestamp,t,value1,value2
2026-04-23 11:12:28.297811,15277.0,-0.7640199941550628,0.6055225659609855
2026-04-23 11:12:29.798800,15278.5,-0.9685948617441364,0.856201978059544
2026-04-23 11:12:30.299133,15279.0,-0.565569779900518,0.9016792491617652
2026-04-23 11:12:30.799532,13507.5,-0.4651288594828224,-0.9259248000157152
2026-04-23 11:12:32.801032,15281.5,0.5400666542645888,0.959770644063584
2026-04-23 11:12:34.302108,15283.0,1.0212239451830532,0.8261628676455873
2026-04-23 11:12:34.802456,13511.5,1.18767646638763,-0.7858793358375528
2026-04-23 11:12:36.303959,15285.0,0.901147975947558,0.4630554199631133
2026-04-23 11:12:36.804298,13513.5,0.923451407455724,-0.4016465083391948
2026-04-23 11:12:37.304691,13514.0,0.5726719806130227,-0.2770559286851267
2026-04-23 11:12:38.305423,15287.0,0.0037781360220412,0.0004014994403796
2026-04-23 11:12:38.805780,13515.5,-0.0260457524738476,0.0745070991397846
2026-04-23 11:12:40.807579,15289.5,-0.762701660353254,-0.5848603568694389
2026-04-23 11:12:42.308547,15291.0,-1.0223965891212414,-0.861207617342671
2026-04-23 11:12:42.808842,15291.5,-0.5875505269637076,-0.9213636378758624
2026-04-23 11:12:43.309220,13520.0,-0.4676048731457866,0.9188990941876796
2026-04-23 11:12:44.310025,15293.0,-0.2775841373239024,-1.0080202800033966
2026-04-23 11:12:44.810367,15293.5,0.2228964277634494,-0.98721370039093
2026-04-23 11:12:45.310748,15294.0,0.5433529418360006,-0.9640451551339868
2026-04-23 11:12:46.311395,15295.0,0.5974703515209052,-0.8922791412200578
2026-04-23 11:12:46.811716,15295.5,0.9697712250386362,-0.8467019878117704
2026-04-23 11:12:47.312024,15296.0,1.1814049158069904,-0.7925119020057632
2026-04-23 11:12:49.313396,13526.0,0.9509120280354384,0.4012678734668489
2026-04-23 11:12:50.814304,13527.5,0.0037523323935257,0.0370491246163938
2026-04-23 11:12:53.316596,15302.0,-0.785550154915367,0.5716447760652537
2026-04-23 11:12:54.818308,15303.5,-1.0306501027343695,0.8427800846778837
